Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","040","Austria","5510","Production","22212","Skim milk and whey powder","2007","2007","t","2803","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22212","Skim milk and whey powder","2008","2008","t","3348","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22212","Skim milk and whey powder","2009","2009","t","6000","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22212","Skim milk and whey powder","2010","2010","t","6798","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22212","Skim milk and whey powder","2011","2011","t","5798","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22212","Skim milk and whey powder","2012","2012","t","5047","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22212","Skim milk and whey powder","2013","2013","t","4345","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22212","Skim milk and whey powder","2014","2014","t","8851","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22212","Skim milk and whey powder","2015","2015","t","2491.76","I","Imputed value",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22212","Skim milk and whey powder","2016","2016","t","2364.43","I","Imputed value",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22212","Skim milk and whey powder","2017","2017","t","3010.13","I","Imputed value",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22212","Skim milk and whey powder","2018","2018","t","2518.54","I","Imputed value",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22212","Skim milk and whey powder","2019","2019","t","6320","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22212","Skim milk and whey powder","2020","2020","t","10424","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22212","Skim milk and whey powder","2021","2021","t","6978","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22110.02","Skim milk of cows","2004","2004","t","977960","I","Imputed value",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22110.02","Skim milk of cows","2005","2005","t","943920","I","Imputed value",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22110.02","Skim milk of cows","2006","2006","t","1010160","I","Imputed value",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22110.02","Skim milk of cows","2007","2007","t","1035000","I","Imputed value",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22110.02","Skim milk of cows","2008","2008","t","1009792","I","Imputed value",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22110.02","Skim milk of cows","2009","2009","t","1002616","I","Imputed value",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22110.02","Skim milk of cows","2010","2010","t","986318.03","I","Imputed value",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22110.02","Skim milk of cows","2011","2011","t","1019985.77","I","Imputed value",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22110.02","Skim milk of cows","2012","2012","t","1038442.92","I","Imputed value",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22110.02","Skim milk of cows","2013","2013","t","1045497.76","I","Imputed value",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22110.02","Skim milk of cows","2014","2014","t","1101716.1","I","Imputed value",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22110.02","Skim milk of cows","2015","2015","t","1116117.25","I","Imputed value",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22110.02","Skim milk of cows","2016","2016","t","1162609.41","I","Imputed value",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22110.02","Skim milk of cows","2017","2017","t","1212228.51","I","Imputed value",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22110.02","Skim milk of cows","2018","2018","t","1226622.07","I","Imputed value",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22110.02","Skim milk of cows","2019","2019","t","1158223.76","I","Imputed value",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22110.02","Skim milk of cows","2020","2020","t","1194235.94","I","Imputed value",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22110.02","Skim milk of cows","2021","2021","t","1216067.56","I","Imputed value",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22222.02","Skim milk, condensed","2020","2020","t","2884.02","I","Imputed value",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22222.02","Skim milk, condensed","2021","2021","t","3287.45","I","Imputed value",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22211","Whole milk powder","2004","2004","t","6000","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22211","Whole milk powder","2005","2005","t","7500","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22211","Whole milk powder","2006","2006","t","3000","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22211","Whole milk powder","2007","2007","t","3000","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22211","Whole milk powder","2008","2008","t","3000","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22211","Whole milk powder","2009","2009","t","3000","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22211","Whole milk powder","2010","2010","t","435","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22211","Whole milk powder","2011","2011","t","273","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22211","Whole milk powder","2012","2012","t","337","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22211","Whole milk powder","2013","2013","t","498","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22211","Whole milk powder","2014","2014","t","1394","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22211","Whole milk powder","2015","2015","t","1320","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22211","Whole milk powder","2016","2016","t","4400","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22211","Whole milk powder","2017","2017","t","1960","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22211","Whole milk powder","2018","2018","t","3557.95","I","Imputed value",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22211","Whole milk powder","2019","2019","t","3089","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22211","Whole milk powder","2020","2020","t","1868","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22211","Whole milk powder","2021","2021","t","1647","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22222.01","Whole milk, condensed","2004","2004","t","12708","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22222.01","Whole milk, condensed","2005","2005","t","12300","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22222.01","Whole milk, condensed","2006","2006","t","12300","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22222.01","Whole milk, condensed","2007","2007","t","12400","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22222.01","Whole milk, condensed","2008","2008","t","11700","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22222.01","Whole milk, condensed","2009","2009","t","11000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","040","Austria","5510","Production","22222.01","Whole milk, condensed","2010","2010","t","11000","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22222.01","Whole milk, condensed","2011","2011","t","12000","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22222.01","Whole milk, condensed","2012","2012","t","11000","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5510","Production","22222.01","Whole milk, condensed","2013","2013","t","11000","E","Estimated value",""
